,Flex_1,Flex_2,Flex_3,Flex_4,Flex_5,Yaw,Pitch,Roll,Gesture
901,30.0,52.0,72.0,112.0,80.0,11.0,5.034537,66.269211,Cash
902,30.0,56.0,72.0,110.0,80.0,11.0,4.474635,66.754356,Cash
903,30.0,52.0,68.0,108.0,80.0,11.0,3.7878480000000003,66.98419200000001,Cash
904,30.0,56.0,72.0,112.0,80.0,11.0,3.5794269999999995,66.96302,Cash
905,30.0,52.0,72.0,108.0,80.0,11.0,3.3505339999999997,67.22689799999999,Cash
906,30.0,52.0,68.0,108.0,80.0,11.0,3.4815949999999996,66.208496,Cash
907,30.0,54.0,72.0,112.0,80.0,11.0,3.665915,66.021057,Cash
908,36.0,56.0,66.0,112.0,88.0,11.0,4.1247,65.439362,Cash
909,30.0,52.0,70.0,110.0,80.0,11.0,4.381047,65.318779,Cash
910,30.0,56.0,72.0,112.0,80.0,10.0,6.132474,63.200413,Cash
911,54.0,-36.0,84.0,124.0,88.0,24.0,52.91283000000001,17.879145,One
912,54.0,-36.0,84.0,124.0,88.0,24.0,52.505589,17.518944,One
913,60.0,-28.0,90.0,124.0,88.0,24.0,52.637947,16.621082,One
914,60.0,-22.0,84.0,126.0,96.0,24.0,52.269012,16.979244,One
915,54.0,-24.0,84.0,124.0,88.0,23.0,52.084778,16.543114000000003,One
916,58.0,-20.0,84.0,120.0,88.0,23.0,51.387028,17.077011,One
917,54.0,-20.0,84.0,120.0,88.0,23.0,49.904202000000005,17.814783,One
918,54.0,-20.0,88.0,124.0,84.0,22.0,48.279278000000005,20.297821,One
919,52.0,-20.0,84.0,120.0,80.0,22.0,46.976310999999995,22.964882,One
920,54.0,-12.0,88.0,124.0,80.0,25.0,48.979561,11.143557000000001,One
921,50.0,-44.0,-54.0,104.0,72.0,25.0,54.879332999999995,9.76522,Two
922,52.0,-36.0,-52.0,104.0,72.0,25.0,53.666931000000005,7.896332000000001,Two
923,46.0,-36.0,-44.0,104.0,72.0,25.0,55.138226,9.256211,Two
924,54.0,-36.0,-36.0,104.0,74.0,25.0,54.8974,8.504886,Two
925,50.0,-36.0,-36.0,104.0,70.0,25.0,54.820766000000006,7.346711,Two
926,46.0,-36.0,-36.0,104.0,72.0,25.0,54.92215699999999,7.500417999999999,Two
927,50.0,-36.0,-36.0,102.0,64.0,25.0,55.288948,7.675002,Two
928,46.0,-32.0,-30.0,104.0,64.0,25.0,55.583385,7.820850999999999,Two
929,46.0,-30.0,-30.0,104.0,64.0,25.0,55.256561,7.738705,Two
930,46.0,-28.0,-30.0,102.0,64.0,25.0,55.617298,7.915091,Two
931,58.0,-32.0,-58.0,-56.0,64.0,22.0,49.84568,15.999551,Three
932,58.0,-30.0,-52.0,-48.0,72.0,22.0,50.586857,14.736639000000002,Three
933,58.0,-30.0,-54.0,-48.0,72.0,23.0,51.343506,13.95113,Three
934,60.0,-30.0,-54.0,-40.0,72.0,23.0,51.767628,13.815093,Three
935,60.0,-30.0,-46.0,-32.0,72.0,23.0,51.041542,13.586623000000001,Three
936,58.0,-30.0,-44.0,-28.0,72.0,23.0,51.137417,13.021111999999999,Three
937,60.0,-28.0,-44.0,-24.0,72.0,23.0,51.577675,13.371835,Three
938,58.0,-28.0,-40.0,-20.0,72.0,23.0,52.321838,10.671936,Three
939,58.0,-24.0,-38.0,-16.0,76.0,23.0,51.963299,12.289705,Three
940,58.0,-24.0,-36.0,-8.0,76.0,23.0,52.185482,12.556242999999998,Three
941,62.0,-30.0,-44.0,-72.0,-16.0,26.0,59.589077,9.527435,Four
942,66.0,-28.0,-42.0,-64.0,-8.0,26.0,59.32526800000001,8.0144,Four
943,64.0,-28.0,-38.0,-64.0,-8.0,25.0,58.588177,8.962367,Four
944,66.0,-28.0,-38.0,-64.0,-8.0,25.0,58.61033199999999,8.699327,Four
945,66.0,-24.0,-36.0,-56.0,-8.0,26.0,59.373741,7.896959,Four
946,64.0,-24.0,-36.0,-50.0,-4.0,27.0,59.587513,6.849121,Four
947,64.0,-24.0,-36.0,-48.0,-2.0,27.0,59.807323,6.514444999999999,Four
948,64.0,-22.0,-36.0,-48.0,-2.0,27.0,60.031482999999994,6.947118,Four
949,64.0,-24.0,-36.0,-42.0,-2.0,27.0,59.9813,7.597907000000001,Four
950,62.0,-20.0,-32.0,-40.0,-4.0,27.0,60.216087,7.56088,Four
951,-42.0,-28.0,-32.0,-48.0,0.0,33.0,72.652649,-6.234599,Five
952,-38.0,-28.0,-36.0,-48.0,0.0,33.0,72.035767,-6.512316,Five
953,-34.0,-30.0,-36.0,-48.0,0.0,33.0,71.942986,-7.367927000000001,Five
954,-34.0,-26.0,-36.0,-40.0,0.0,33.0,71.297676,-6.336436,Five
955,-34.0,-26.0,-36.0,-40.0,0.0,33.0,70.12046099999999,-2.5301549999999997,Five
956,-34.0,-28.0,-36.0,-34.0,0.0,32.0,69.962395,-3.276408,Five
957,-24.0,-24.0,-36.0,-40.0,0.0,33.0,69.756569,-1.975239,Five
958,-26.0,-28.0,-36.0,-36.0,0.0,33.0,69.542252,-2.30163,Five
959,-22.0,-28.0,-36.0,-34.0,0.0,32.0,68.77909100000001,-2.932425,Five
960,-26.0,-28.0,-36.0,-32.0,0.0,32.0,68.791321,-3.3281059999999996,Five
961,12.0,64.0,-68.0,-96.0,0.0,7.0,68.828888,-12.005174,Excellent
962,14.0,62.0,-68.0,-94.0,0.0,7.0,68.879005,-12.153781,Excellent
963,14.0,64.0,-66.0,-94.0,0.0,8.0,69.418648,-12.316819,Excellent
964,10.0,60.0,-68.0,-94.0,0.0,9.0,70.885429,-11.748247000000001,Excellent
965,14.0,60.0,-66.0,-94.0,0.0,9.0,71.38520799999999,-10.985727,Excellent
966,18.0,62.0,-66.0,-92.0,0.0,9.0,72.85039499999999,-10.142432000000001,Excellent
967,22.0,62.0,-62.0,-88.0,0.0,9.0,73.73342099999999,-9.639560000000001,Excellent
968,14.0,62.0,-64.0,-88.0,0.0,8.0,74.803421,-7.586363,Excellent
969,18.0,60.0,-66.0,-88.0,0.0,8.0,70.20630600000001,-10.100617999999999,Excellent
970,14.0,60.0,-62.0,-80.0,0.0,8.0,69.614639,-9.53458,Excellent
971,-22.0,-52.0,-60.0,-94.0,0.0,6.0,79.25586700000001,2.505457,Stop
972,-18.0,-52.0,-52.0,-92.0,0.0,6.0,78.33161899999999,2.7548340000000002,Stop
973,-14.0,-44.0,-52.0,-88.0,0.0,6.0,78.325027,1.931655,Stop
974,-18.0,-44.0,-48.0,-88.0,0.0,5.0,77.329323,2.50752,Stop
975,-10.0,-40.0,-52.0,-84.0,0.0,5.0,76.769936,2.855633,Stop
976,-10.0,-36.0,-44.0,-80.0,0.0,5.0,75.833786,2.0424729999999998,Stop
977,-10.0,-38.0,-44.0,-76.0,0.0,5.0,74.77082800000001,1.699202,Stop
978,-10.0,-36.0,-44.0,-72.0,0.0,5.0,73.783638,1.469845,Stop
979,-10.0,-36.0,-44.0,-72.0,0.0,5.0,73.443596,1.319921,Stop
980,-10.0,-32.0,-40.0,-64.0,0.0,5.0,73.58099399999999,1.1482370000000002,Stop
981,-18.0,68.0,76.0,104.0,80.0,57.0,11.658484,77.418625,Thumbs Up
982,-18.0,68.0,76.0,104.0,78.0,57.0,11.715755,77.166832,Thumbs Up
983,-10.0,66.0,82.0,104.0,76.0,57.0,12.9557,76.120171,Thumbs Up
984,-10.0,68.0,82.0,104.0,64.0,56.0,12.550292,76.012817,Thumbs Up
985,-10.0,68.0,76.0,102.0,72.0,56.0,11.557689,76.66959399999999,Thumbs Up
986,-10.0,66.0,76.0,100.0,72.0,56.0,11.832597999999999,76.43274699999999,Thumbs Up
987,-2.0,68.0,84.0,100.0,76.0,56.0,11.146071000000001,77.040802,Thumbs Up
988,-6.0,64.0,74.0,100.0,70.0,55.0,10.694047,77.1306,Thumbs Up
989,-2.0,64.0,76.0,98.0,74.0,55.0,10.138236000000001,77.271751,Thumbs Up
990,-4.0,64.0,76.0,100.0,72.0,54.0,11.958008,74.817116,Thumbs Up
991,-2.0,62.0,76.0,98.0,76.0,33.0,-10.842566999999999,-70.337715,Thumbs Down
992,-2.0,64.0,76.0,98.0,72.0,32.0,-8.625099,-71.307259,Thumbs Down
993,-2.0,62.0,72.0,96.0,72.0,32.0,-4.064646,-77.83285500000001,Thumbs Down
994,0.0,62.0,74.0,96.0,72.0,31.0,-4.668067,-75.613075,Thumbs Down
995,-2.0,64.0,72.0,96.0,72.0,30.0,-4.436162,-74.972786,Thumbs Down
996,0.0,64.0,76.0,98.0,72.0,30.0,-4.739436,-74.280884,Thumbs Down
997,0.0,64.0,72.0,98.0,72.0,30.0,-4.2015400000000005,-74.243874,Thumbs Down
998,0.0,62.0,68.0,96.0,72.0,30.0,46.168831,31.139366,Thumbs Down
999,0.0,62.0,74.0,98.0,72.0,29.0,-4.0265699999999995,-73.711586,Thumbs Down
1000,2.0,64.0,72.0,98.0,72.0,29.0,-1.629739,-73.51799,Thumbs Down
1001,-8.0,-22.0,-34.0,-44.0,-48.0,42.0,8.955501,-2.9292290000000003,Come Here
1002,-8.0,-28.0,-34.0,-44.0,-44.0,42.0,9.025193,-2.5577,Come Here
1003,0.0,-20.0,-28.0,-40.0,-42.0,42.0,9.109751,-2.931233,Come Here
1004,-8.0,-28.0,-28.0,-44.0,-48.0,42.0,9.158344999999999,-3.092796,Come Here
1005,-2.0,-24.0,-28.0,-36.0,-44.0,42.0,9.177209,-3.1743770000000002,Come Here
1006,0.0,-20.0,-26.0,-40.0,-44.0,42.0,9.287934,-3.3501550000000004,Come Here
1007,-2.0,-28.0,-34.0,-44.0,-42.0,42.0,9.356648,-3.329962,Come Here
1008,0.0,-20.0,-28.0,-38.0,-44.0,42.0,9.207884,-3.576972,Come Here
1009,0.0,-20.0,-28.0,-38.0,-44.0,42.0,9.207884,-3.576972,Come Here
1010,-4.0,-20.0,-28.0,-38.0,-40.0,42.0,10.064228,-2.930947,Come Here
1011,-8.0,-22.0,-28.0,-42.0,-40.0,42.0,10.067923,-2.431237,Come Here
1012,0.0,-28.0,-30.0,-36.0,-40.0,42.0,9.753559,-2.545516,Come Here
1013,0.0,-20.0,-26.0,-40.0,-40.0,42.0,9.928491000000001,-2.21537,Come Here
1014,0.0,-28.0,-34.0,-38.0,-40.0,42.0,9.909705,-2.419994,Come Here
1015,-2.0,-24.0,-26.0,-36.0,-32.0,42.0,9.636925999999999,-2.654302,Come Here
1016,-16.0,-28.0,-50.0,-60.0,-32.0,4.0,-36.503128000000004,-7.619872,Go Away
1017,-24.0,-20.0,-36.0,-52.0,-32.0,4.0,-29.057793,-9.083483,Go Away
1018,-18.0,-20.0,-34.0,-44.0,-28.0,3.0,-22.009851,-10.085355,Go Away
1019,-18.0,-20.0,-34.0,-44.0,-32.0,4.0,-22.544319,-10.172564,Go Away
1020,-20.0,-20.0,-34.0,-44.0,-32.0,4.0,-22.787512,-10.137739999999999,Go Away
1021,-24.0,-20.0,-36.0,-44.0,-28.0,4.0,-22.867794,-10.292524,Go Away
1022,-20.0,-20.0,-34.0,-44.0,-32.0,4.0,-22.44846,-10.504323,Go Away
1023,-16.0,-20.0,-34.0,-44.0,-28.0,3.0,-21.696726,-11.245865,Go Away
1024,-18.0,-20.0,-30.0,-44.0,-28.0,3.0,-21.150122,-10.979152000000001,Go Away
1025,-16.0,-16.0,-34.0,-40.0,-32.0,3.0,-20.91493,-12.085013,Go Away
1026,-24.0,-20.0,-34.0,-44.0,-28.0,3.0,-20.384698999999998,-11.873413000000001,Go Away
1027,56.0,60.0,46.0,60.0,40.0,8.0,-2.119005,-9.415159,Fist
1028,72.0,60.0,46.0,60.0,40.0,9.0,-0.678747,-11.248012,Fist
1029,72.0,60.0,46.0,60.0,40.0,8.0,-4.0195989999999995,-14.015066000000001,Fist
1030,72.0,60.0,46.0,60.0,40.0,8.0,-3.3305010000000004,-12.720258,Fist
1031,72.0,60.0,44.0,60.0,40.0,8.0,-3.095425,-12.091616,Fist
1032,72.0,60.0,46.0,60.0,40.0,8.0,-3.1449740000000004,-11.290253,Fist
1033,72.0,60.0,46.0,56.0,40.0,8.0,-3.7437,-11.558533,Fist
1034,68.0,58.0,44.0,58.0,40.0,8.0,-4.1084309999999995,-11.510369,Fist
1035,68.0,52.0,44.0,58.0,40.0,7.0,-4.239864,-11.547381,Fist
1036,68.0,52.0,38.0,58.0,40.0,7.0,-4.3047830000000005,-12.003127000000001,Fist
1037,70.0,58.0,46.0,60.0,40.0,7.0,-4.387411,-12.314286,Fist
1038,4.0,-36.0,-94.0,28.0,24.0,5.0,1.789477,-28.001796999999996,Finger Crossed
1039,8.0,-36.0,-84.0,28.0,24.0,5.0,3.2833769999999998,-27.277082,Finger Crossed
1040,8.0,-32.0,-76.0,28.0,24.0,5.0,3.656949,-26.878978999999998,Finger Crossed
1041,8.0,-32.0,-74.0,36.0,32.0,5.0,3.9202550000000005,-27.258065999999996,Finger Crossed
1042,8.0,-32.0,-70.0,36.0,24.0,5.0,3.840547,-27.311715999999997,Finger Crossed
1043,8.0,-36.0,-74.0,28.0,24.0,5.0,3.623218,-27.434336,Finger Crossed
1044,8.0,-36.0,-74.0,28.0,24.0,5.0,2.857395,-27.883384999999997,Finger Crossed
1045,8.0,-36.0,-74.0,28.0,24.0,5.0,2.861189,-28.161663,Finger Crossed
1046,10.0,-30.0,-66.0,28.0,16.0,5.0,2.570537,-27.902796000000002,Finger Crossed
1047,10.0,-28.0,-66.0,28.0,16.0,5.0,2.528274,-28.098135,Finger Crossed
1048,-16.0,22.0,-8.0,-36.0,-16.0,26.0,-1.521764,84.748909,Cash
1049,-12.0,20.0,-10.0,-28.0,-16.0,26.0,-2.0327479999999998,83.398674,Cash
1050,-16.0,22.0,-10.0,-36.0,-12.0,26.0,-2.028556,83.19935600000001,Cash
1051,-12.0,20.0,-4.0,-28.0,-16.0,27.0,-1.9544009999999998,82.580025,Cash
1052,-16.0,20.0,-12.0,-30.0,-16.0,27.0,-1.755934,82.164383,Cash
1053,-16.0,20.0,-8.0,-30.0,-16.0,27.0,-1.3995870000000001,82.011887,Cash
1054,-16.0,20.0,-14.0,-24.0,-12.0,27.0,-1.265256,81.796318,Cash
1055,-16.0,24.0,-6.0,-22.0,-10.0,28.0,-1.053964,81.321396,Cash
1056,-12.0,20.0,-10.0,-28.0,-16.0,28.0,-0.781978,81.102249,Cash
1057,-12.0,22.0,-10.0,-24.0,-16.0,28.0,-0.6765479999999999,81.083511,Cash
1058,4.0,-76.0,6.0,8.0,6.0,47.0,52.610264,19.285419,One
1059,0.0,-76.0,10.0,4.0,4.0,47.0,53.824459,18.641327,One
1060,4.0,-68.0,10.0,8.0,6.0,47.0,54.25830799999999,18.65951,One
1061,4.0,-68.0,14.0,12.0,8.0,47.0,54.521122,18.254322,One
1062,6.0,-62.0,10.0,12.0,8.0,47.0,54.397884,18.198235999999998,One
1063,8.0,-62.0,10.0,10.0,6.0,47.0,54.533657,18.271475,One
1064,6.0,-60.0,10.0,8.0,8.0,47.0,54.892959999999995,17.984341,One
1065,6.0,-64.0,10.0,8.0,8.0,47.0,55.045443999999996,18.060789,One
1066,0.0,-60.0,10.0,10.0,4.0,47.0,55.133559999999996,18.048555,One
1067,8.0,-60.0,12.0,12.0,2.0,47.0,55.25872,17.964235000000002,One
1068,8.0,-60.0,-122.0,12.0,10.0,46.0,53.641620999999994,13.050885000000001,Two
1069,0.0,-60.0,-106.0,10.0,10.0,46.0,53.985577,13.054030000000001,Two
1070,0.0,-60.0,-106.0,12.0,8.0,46.0,54.305533999999994,13.026403,Two
1071,0.0,-60.0,-98.0,12.0,10.0,46.0,54.422726000000004,13.051749000000001,Two
1072,4.0,-52.0,-102.0,12.0,12.0,46.0,54.09219399999999,13.048695,Two
1073,0.0,-54.0,-98.0,20.0,12.0,46.0,54.281783999999995,12.829355,Two
1074,0.0,-54.0,-98.0,12.0,10.0,46.0,54.267295999999995,12.890341000000001,Two
1075,0.0,-60.0,-98.0,12.0,10.0,46.0,54.264137,12.634371,Two
1076,0.0,-60.0,-98.0,20.0,12.0,26.0,0.017418,-0.017412,Two
1077,-2.0,-60.0,-98.0,12.0,8.0,46.0,54.029053000000005,12.830441,Two
1078,16.0,-52.0,-126.0,-132.0,-32.0,45.0,53.100899,11.945992,Three
1079,30.0,-46.0,-124.0,-140.0,-32.0,45.0,52.886959,11.613325,Three
1080,28.0,-46.0,-126.0,-136.0,-32.0,45.0,53.173916000000006,11.298799,Three
1081,30.0,-48.0,-126.0,-128.0,-28.0,45.0,52.80031999999999,11.314333,Three
1082,32.0,-46.0,-126.0,-118.0,-26.0,45.0,52.422451,11.356483,Three
1083,32.0,-48.0,-122.0,-116.0,-28.0,45.0,51.85107,11.77013,Three
1084,32.0,-54.0,-126.0,-116.0,-32.0,45.0,52.161079,11.504688,Three
1085,32.0,-52.0,-126.0,-132.0,-40.0,46.0,52.551811,12.163587,Three
1086,32.0,-52.0,-126.0,-140.0,-40.0,46.0,52.725349,12.235492,Three
1087,32.0,-52.0,-128.0,-134.0,-40.0,46.0,52.966278,12.257551,Three
1088,28.0,-52.0,-126.0,-134.0,-40.0,46.0,53.100616,12.29072,Three
1089,32.0,-48.0,-116.0,-128.0,-40.0,46.0,52.856697,12.018510000000001,Three
1090,36.0,-52.0,-114.0,-156.0,-92.0,43.0,47.332085,10.392842,Four
1091,36.0,-52.0,-114.0,-150.0,-92.0,44.0,49.796841,10.19586,Four
1092,36.0,-52.0,-102.0,-140.0,-88.0,44.0,51.751095,10.433808,Four
1093,36.0,-52.0,-98.0,-132.0,-88.0,44.0,51.371628,9.917596000000001,Four
1094,32.0,-52.0,-102.0,-136.0,-88.0,44.0,50.808376,10.232114,Four
1095,32.0,-52.0,-100.0,-136.0,-88.0,44.0,50.887501,9.770480000000001,Four
1096,32.0,-52.0,-100.0,-140.0,-88.0,9.0,77.74691,0.738421,Four
1097,32.0,-52.0,-98.0,-140.0,-88.0,44.0,50.873371,10.951082000000001,Four
1098,32.0,-52.0,-98.0,-134.0,-88.0,44.0,50.617111,11.425063,Four
1099,34.0,-52.0,-98.0,-134.0,-88.0,45.0,50.879028000000005,11.574353,Four
1100,32.0,-48.0,-102.0,-140.0,-88.0,45.0,50.718967,10.535158000000001,Four
1101,36.0,-52.0,-100.0,-136.0,-88.0,44.0,50.164345000000004,10.56156,Four
1102,-56.0,-60.0,-86.0,-128.0,-88.0,46.0,52.755596,7.8980440000000005,Five
1103,-54.0,-52.0,-90.0,-128.0,-88.0,46.0,52.570434999999996,8.029611000000001,Five
1104,-56.0,-52.0,-90.0,-128.0,-88.0,46.0,52.530044999999994,8.189789999999999,Five
1105,-50.0,-52.0,-86.0,-130.0,-88.0,46.0,51.911259,9.199878,Five
1106,-52.0,-60.0,-86.0,-128.0,-88.0,46.0,52.612995,8.65129,Five
1107,-50.0,-52.0,-86.0,-128.0,-88.0,46.0,52.94104399999999,8.865279,Five
1108,-48.0,-52.0,-86.0,-126.0,-88.0,46.0,52.555664,8.508172,Five
1109,-50.0,-54.0,-86.0,-126.0,-88.0,46.0,52.690941,8.029487,Five
1110,-56.0,-60.0,-86.0,-124.0,-88.0,45.0,50.837788,7.335862,Five
1111,-52.0,-60.0,-90.0,-124.0,-88.0,45.0,51.884040999999996,7.222586,Five
1112,-54.0,-52.0,-86.0,-124.0,-88.0,45.0,51.847004,7.073474000000001,Five
1113,-24.0,16.0,-34.0,-100.0,-88.0,3.0,79.90235899999999,-5.892868,Excellent
1114,-24.0,20.0,-38.0,-100.0,-88.0,3.0,80.33414499999999,-6.187378,Excellent
1115,-24.0,16.0,-54.0,-108.0,-88.0,3.0,80.199265,-6.894131,Excellent
1116,-24.0,20.0,-50.0,-102.0,-88.0,3.0,79.01709699999999,-8.083767,Excellent
1117,-24.0,20.0,-52.0,-108.0,-88.0,3.0,79.15248100000001,-8.657521000000001,Excellent
1118,-24.0,18.0,-62.0,-108.0,-88.0,3.0,78.969025,-8.71734,Excellent
1119,-24.0,16.0,-86.0,-132.0,-88.0,3.0,78.979462,-8.761086,Excellent
1120,-24.0,18.0,-90.0,-132.0,-88.0,3.0,78.60172299999999,-9.058047,Excellent
1121,-24.0,12.0,-86.0,-132.0,-88.0,3.0,78.222572,-9.13215,Excellent
1122,-24.0,16.0,-98.0,-132.0,-88.0,3.0,78.210815,-9.120883000000001,Excellent
1123,-74.0,-78.0,-102.0,-148.0,-88.0,0.0,77.68405899999999,2.990057,Stop
1124,-72.0,-76.0,-98.0,-148.0,-88.0,0.0,77.628647,3.221865,Stop
1125,-60.0,-76.0,-98.0,-148.0,-88.0,0.0,77.269234,2.915876,Stop
1126,-64.0,-76.0,-98.0,-140.0,-88.0,0.0,77.308151,3.032673,Stop
1127,-64.0,-76.0,-98.0,-142.0,-88.0,0.0,78.134811,3.134393,Stop
1128,-60.0,-72.0,-98.0,-136.0,-88.0,0.0,78.11718,3.341308,Stop
1129,-56.0,-68.0,-98.0,-134.0,-88.0,0.0,78.248932,3.530649,Stop
1130,-58.0,-70.0,-98.0,-136.0,-88.0,0.0,77.657211,4.6426169999999995,Stop
1131,-56.0,-68.0,-98.0,-136.0,-88.0,0.0,77.768715,4.479061,Stop
1132,-56.0,-68.0,-92.0,-134.0,-88.0,0.0,78.465698,3.943092,Stop
1133,-66.0,28.0,22.0,12.0,12.0,16.0,15.909351999999998,73.78743,Thumbs Up
1134,-64.0,24.0,22.0,12.0,12.0,16.0,15.504531,74.243195,Thumbs Up
1135,-64.0,28.0,22.0,12.0,12.0,16.0,15.404047,74.42935899999999,Thumbs Up
1136,-60.0,26.0,20.0,12.0,12.0,17.0,15.790935000000001,74.145073,Thumbs Up
1137,-58.0,24.0,22.0,10.0,10.0,17.0,16.038481,73.935974,Thumbs Up
1138,-56.0,26.0,22.0,8.0,12.0,18.0,15.835830999999999,74.148186,Thumbs Up
1139,-56.0,24.0,14.0,10.0,12.0,18.0,16.847485,73.152046,Thumbs Up
1140,-56.0,22.0,18.0,8.0,12.0,18.0,17.355936,72.63916800000001,Thumbs Up
1141,-60.0,24.0,14.0,4.0,12.0,18.0,17.688475,72.30381,Thumbs Up
1142,-56.0,24.0,20.0,4.0,8.0,19.0,17.731628,72.247795,Thumbs Up
1143,-52.0,28.0,22.0,18.0,16.0,68.0,-17.320368,-72.59864,Thumbs Down
1144,-48.0,28.0,22.0,20.0,16.0,68.0,-18.490479,-71.439575,Thumbs Down
1145,-48.0,26.0,22.0,16.0,16.0,69.0,-18.066734,-71.780251,Thumbs Down
1146,-44.0,32.0,28.0,20.0,16.0,69.0,-18.875044,-70.90340400000001,Thumbs Down
1147,-50.0,26.0,22.0,20.0,16.0,69.0,-18.77492,-70.695557,Thumbs Down
1148,-50.0,28.0,22.0,18.0,16.0,69.0,-19.277252,-70.248322,Thumbs Down
1149,-48.0,26.0,22.0,16.0,14.0,69.0,-19.546778,-69.99762700000001,Thumbs Down
1150,-48.0,28.0,22.0,12.0,16.0,69.0,-19.743904,-69.826538,Thumbs Down
1151,-48.0,28.0,30.0,20.0,16.0,69.0,-19.878778,-69.68175500000001,Thumbs Down
1152,-48.0,30.0,30.0,20.0,16.0,69.0,-19.960133,-69.520111,Thumbs Down
1153,0.0,-8.0,-4.0,-8.0,-12.0,1.0,-15.144053,-0.43317700000000003,Come Here
1154,0.0,-16.0,0.0,-16.0,-14.0,1.0,-14.988349,-0.432407,Come Here
1155,-4.0,-8.0,-4.0,-16.0,-16.0,1.0,-14.894204,-0.21014499999999997,Come Here
1156,-4.0,-8.0,0.0,-16.0,-12.0,1.0,-14.799171,-0.228104,Come Here
1157,-6.0,-8.0,-4.0,-16.0,-16.0,1.0,-14.540091,0.071608,Come Here
1158,-4.0,-8.0,0.0,-16.0,-12.0,1.0,-14.067939,-1.11065,Come Here
1159,-4.0,-8.0,0.0,-16.0,-20.0,1.0,-14.756197,-0.8426629999999999,Come Here
1160,0.0,-8.0,-2.0,-16.0,-16.0,1.0,-14.568184,-1.0625149999999999,Come Here
1161,-4.0,-16.0,-4.0,-16.0,-14.0,1.0,-14.850265,-0.736255,Come Here
1162,0.0,-8.0,0.0,-16.0,-12.0,1.0,-14.604880999999999,-1.017368,Come Here
1163,-16.0,-72.0,-104.0,-120.0,-60.0,93.0,-41.609856,14.777741,Go Away
1164,-16.0,-66.0,-96.0,-112.0,-60.0,93.0,-42.106113,14.823483,Go Away
1165,-20.0,-68.0,-96.0,-112.0,-60.0,93.0,-42.385674,14.651186,Go Away
1166,-12.0,-64.0,-94.0,-106.0,-60.0,94.0,-32.973335,12.333186,Go Away
1167,-14.0,-64.0,-88.0,-104.0,-60.0,94.0,-32.094082,13.741844,Go Away
1168,-16.0,-64.0,-90.0,-106.0,-60.0,94.0,-32.66568,14.460360000000001,Go Away
1169,-14.0,-64.0,-90.0,-104.0,-54.0,94.0,-32.936306,14.734499,Go Away
1170,-14.0,-64.0,-88.0,-104.0,-60.0,94.0,-33.539004999999996,14.922320000000001,Go Away
1171,-16.0,-64.0,-88.0,-104.0,-52.0,94.0,-33.904758,15.307236999999999,Go Away
1172,-14.0,-62.0,-90.0,-104.0,-60.0,94.0,-34.542305,15.467128,Go Away
1173,22.0,16.0,16.0,20.0,16.0,2.0,5.670488,9.25486,Fist
1174,22.0,16.0,14.0,20.0,18.0,3.0,6.127376,9.319208999999999,Fist
1175,32.0,16.0,16.0,22.0,20.0,2.0,15.294641,8.396347,Fist
1176,40.0,16.0,14.0,20.0,20.0,3.0,9.003142,11.185035000000001,Fist
1177,40.0,16.0,16.0,20.0,18.0,3.0,8.707644,11.150847,Fist
1178,40.0,16.0,16.0,20.0,20.0,3.0,8.356879,10.966571,Fist
1179,40.0,16.0,16.0,20.0,20.0,3.0,7.7328779999999995,10.832685000000001,Fist
1180,38.0,16.0,16.0,20.0,16.0,3.0,7.456353999999999,11.127039,Fist
1181,38.0,16.0,16.0,20.0,20.0,3.0,7.173553,11.208615,Fist
1182,38.0,16.0,16.0,20.0,20.0,3.0,5.98232,10.868371,Fist
1183,-80.0,-60.0,-64.0,0.0,12.0,4.0,6.949617999999999,8.679659,Finger Crossed
1184,-88.0,-64.0,-68.0,16.0,12.0,3.0,8.229386,8.069391,Finger Crossed
1185,-96.0,-56.0,-68.0,8.0,4.0,3.0,6.838048,7.830114999999999,Finger Crossed
1186,-76.0,-56.0,-96.0,-20.0,-44.0,2.0,9.021619,4.139995,Finger Crossed
1187,-78.0,-56.0,-68.0,-16.0,-46.0,2.0,10.986424000000001,9.071684,Finger Crossed
1188,-74.0,-56.0,-66.0,-12.0,-46.0,2.0,10.286475999999999,8.751812,Finger Crossed
1189,-74.0,-56.0,-64.0,-16.0,-44.0,2.0,10.03111,8.67095,Finger Crossed
1190,-72.0,-56.0,-68.0,-16.0,-48.0,2.0,9.198868,8.512897,Finger Crossed
1191,-72.0,-56.0,-64.0,-12.0,-44.0,2.0,8.686326,8.458031,Finger Crossed
1192,-8.0,16.0,16.0,22.0,18.0,0.0,13.694901999999999,75.204063,Cash
1193,-4.0,14.0,14.0,22.0,16.0,0.0,13.713770000000002,75.12213100000001,Cash
1194,-8.0,12.0,16.0,18.0,16.0,0.0,13.825541000000001,74.76621999999999,Cash
1195,-8.0,14.0,14.0,20.0,16.0,0.0,13.317425,75.04304499999999,Cash
1196,-8.0,16.0,12.0,20.0,16.0,0.0,12.880575,75.096336,Cash
1197,-8.0,16.0,16.0,24.0,18.0,0.0,12.604649,75.288651,Cash
1198,-8.0,12.0,16.0,24.0,18.0,0.0,12.254232,75.41812900000001,Cash
1199,-4.0,14.0,14.0,22.0,20.0,0.0,12.361267,75.29186999999999,Cash
1200,-4.0,16.0,12.0,20.0,18.0,0.0,12.331786,75.333557,Cash
